From: Boris Cisewski <Boris.Cisewski@awi.de>
Date: 13 September 2007 14:48:27 GMT+02:00
To: Martin Losch <Martin.Losch@awi.de>
Subject: Stationstabelle

Hallo Martin,

nach Rücksprache mit Volker schicke ich Dir meine aktuelle EIFEX-Stationstabelle, die sämtliche Profile
auflistet, die im Wirbelzentrum gemessen worden sind und eine MindestProfiltiefe von ~500 Meter besitzen.

Die letzte Spalte setzt einen Flag:   1 = inpatch  bzw. 0 = outpatch

Gruß
        Boris

-- 
***************************************************
Dr. Boris Cisewski
Alfred-Wegener-Institut
für Polar- und Meeresforschung
Postfach 120161
D-27515 Bremerhaven

e-mail:  Boris.Cisewski@awi.de fax   :   +49 -471 4831 1797
570 11  -49.396050 2.080833  14 03 2004 10 39 00 14 03 2004 10 58 00 14 03 2004 11 24 00 24.000000 998.000000     1
570 14  -49.391700 2.075817  14 03 2004 12 19 00 14 03 2004 12 30 00 14 03 2004 12 54 00 24.000000 553.000000     1
570 15  -49.389517 2.094233  14 03 2004 14 33 00 14 03 2004 14 49 00 14 03 2004 15 22 00 24.000000 754.000000     1
572 01  -49.414850 2.090667  14 03 2004 16 15 00 14 03 2004 16 34 00 14 03 2004 16 54 00 24.000000 998.000000     1
573 01  -49.445633 2.110067  14 03 2004 17 28 00 14 03 2004 17 51 00 14 03 2004 18 13 00 24.000000 1014.000000    1
574 01  -49.475850 2.134033  14 03 2004 18 44 00 14 03 2004 19 03 00 14 03 2004 19 27 00 24.000000 996.000000     1
580 02  -49.131267 2.253467  16 03 2004 02 28 00 16 03 2004 02 39 00 16 03 2004 03 01 00 24.000000 499.000000     1
580 10  -49.121483 2.283267  16 03 2004 07 26 00 16 03 2004 07 46 00 16 03 2004 08 18 00 24.000000 992.000000     1
580 12  -49.125467 2.312967  16 03 2004 09 49 00 16 03 2004 10 00 00 16 03 2004 10 24 00 24.000000 549.000000     1
580 14  -49.119850 2.339067  16 03 2004 12 16 00 16 03 2004 12 26 00 16 03 2004 12 47 00 24.000000 503.000000     1
580 18  -49.115617 2.367517  16 03 2004 14 11 00 16 03 2004 15 24 00 16 03 2004 16 33 00 24.000000 4070.000000    1
583 01  -49.243717 2.327300  17 03 2004 00 03 00 17 03 2004 01 21 00 17 03 2004 02 32 00 24.000000 4015.000000    1
584 01  -49.264000 2.150883  17 03 2004 03 47 00 17 03 2004 04 59 00 17 03 2004 06 08 00 24.000000 3946.000000    1
586 02  -49.311933 2.366217  17 03 2004 14 10 00 17 03 2004 14 38 00 17 03 2004 15 16 00 24.000000 1516.000000    1
587 01  -49.531383 2.113850  17 03 2004 17 53 00 17 03 2004 18 03 00 17 03 2004 18 18 00 24.000000 498.000000     0
587 10  -49.521833 2.105850  17 03 2004 23 42 00 18 03 2004 00 02 00 18 03 2004 00 35 00 24.000000 1010.000000    0
587 14  -49.511533 2.094350  18 03 2004 01 32 00 18 03 2004 01 44 00 18 03 2004 02 04 00 24.000000 553.000000     0
587 15  -49.505633 2.103667  18 03 2004 03 35 00 18 03 2004 03 49 00 18 03 2004 04 08 00 24.000000 753.000000     0
587 16  -49.503817 2.097800  18 03 2004 05 09 00 18 03 2004 06 18 00 18 03 2004 07 25 00 24.000000 3935.000000    0
591 01  -49.398517 2.455067  19 03 2004 06 33 00 19 03 2004 06 43 00 19 03 2004 06 58 00 24.000000 498.000000     1
591 07  -49.425850 2.431033  19 03 2004 10 31 00 19 03 2004 10 42 00 19 03 2004 11 04 00 24.000000 496.000000     1
591 11  -49.437633 2.414017  19 03 2004 13 47 00 19 03 2004 15 01 00 19 03 2004 16 05 00 24.000000 3939.000000    1
593 03  -49.458650 2.432983  19 03 2004 23 20 00 19 03 2004 23 30 00 19 03 2004 23 52 00 24.000000 498.000000     1
593 09  -49.479000 2.452733  20 03 2004 03 05 00 20 03 2004 03 16 00 20 03 2004 03 40 00 24.000000 548.000000     1
593 12  -49.478517 2.452100  20 03 2004 05 29 00 20 03 2004 05 49 00 20 03 2004 06 11 00 24.000000 1005.000000    1
593 14  -49.479217 2.455567  20 03 2004 08 01 00 20 03 2004 09 15 00 20 03 2004 10 36 00 24.000000 3863.000000    1
593 17  -49.484200 2.458850  20 03 2004 12 42 00 20 03 2004 13 58 00 20 03 2004 15 10 00 24.000000 3840.000000    1
593 18  -49.492000 2.473667  20 03 2004 16 29 00 20 03 2004 16 58 00 20 03 2004 17 34 00 24.000000 1504.000000    1
